STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SEO,Socio-economic objectives,FUNDMODE,Funding mode,TRANSCOORD,Transnationally coordinated research,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,54893.22996,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,62594.40265,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2024,,64373.75884,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,59061.79976,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,55723.23994,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,50535.48444,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,51205.76034,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,48248.76583,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,MEX,Mexico,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,49183.55973,,,,,,,,,,,,,,,,6,Millions,,,MXN,Mexican peso,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,29777002,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,30657400,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,18890025.94,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,19149201,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,19501845.75,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,19748269,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,20853200,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,KOR,Korea,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,24255800,,,,,,,,,,,,,,,,6,Millions,,,KRW,Won,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,9470303.378,,,,,,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,3477647,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,3566864.631,,B,Time series break,D,Definition differs,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,4456397.651,,B,Time series break,D,Definition differs,P,Provisional value,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,4774072.512,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,5737039.816,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,9209968.765,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,JPN,Japan,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,8178727.799,,D,Definition differs,P,Provisional value,,,,,,,,,,,6,Millions,,,JPY,Yen,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,41861.86925,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,43428.60332,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,17105.2,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,20435.72,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,21683.98,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,24271.47,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,25102.72,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISL,Iceland,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,30236.55,,,,,,,,,,,,,,,,6,Millions,,,ISK,Iceland krona,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,9366.689259,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,7210.7,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,7567.3,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,7736.9,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,8225.241391,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,8658.13,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,ISR,Israel,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,9438.116653,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,ILS,New Israeli sheqel,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,202512.14,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,96160.4,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,139996.8,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,136207.5,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,129457.9,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,129148,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,HUN,Hungary,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,256452.9,,,,,,,,,,,,,,,,6,Millions,,,HUF,Forint,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,10155.2,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,10333.8,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,10953.6,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,11818,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,12174.39,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,GBR,United Kingdom,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,14004.97,,,,,,,,,,,,,,,,6,Millions,,,GBP,Pound sterling,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,6063.575831,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,6847.064369,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,7532.9,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2023,,9092.65,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,NLD,Netherlands,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2024,,9584.54,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,740.99187,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,778.96,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2022,,801.6,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,686.8,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,708.66,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,731.354248,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,PRT,Portugal,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,744.685661,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2015,,330.736,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2016,,302.259,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2017,,306.538,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,328.195,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2019,,360.108,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,SVK,Slovak Republic,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2020,,383.947,,,,,,,,,,,,,,,,6,Millions,,,EUR,Euro,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,USA,United States,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2018,,144459,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TWN,Chinese Taipei,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,123987.84,,,,,,,,,,,,,,,,6,Millions,,,TWD,New Taiwan dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,TUR,Türkiye,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,XDC,National currency,_Z,Not applicable,2021,,27281.62,,,,,,,,,,,,,,,,6,Millions,,,TRY,Turkish lira,3,Three
